source,t_sec,band_c,n,med_spread,p25_spread,med_top3_bid,p25_top3_bid,med_top3_ask,p25_top3_ask
census,870,52,5,0.01,0.01,515.2,414.6,234.0,225.6
census,870,54,11,0.01,0.01,176.5,106.9,283.5,134.5
census,870,56,7,0.02,0.01,57.8,41.0,377.3,153.8
census,870,58,6,0.01,0.01,315.0,211.4,298.1,267.2
census,870,60,6,0.01,0.01,277.1,199.8,259.0,118.8
census,870,62,7,0.01,0.01,157.8,142.4,330.4,127.8
census,870,64,7,0.01,0.01,80.0,64.1,255.0,161.6
census,870,66,6,0.03,0.0125,255.1,140.9,124.8,73.0
census,870,68,10,0.025,0.01,197.2,86.6,145.9,85.4
census,870,70,6,0.01,0.01,122.3,57.8,307.4,183.5
census,870,72,10,0.01,0.01,248.6,106.1,164.8,86.9
census,870,74,10,0.015,0.01,104.4,67.0,133.6,91.4
census,870,76,11,0.01,0.01,290.2,110.9,260.5,117.0
census,870,78,5,0.01,0.01,357.0,312.6,249.9,190.6
census,870,80,16,0.01,0.01,229.0,104.2,195.0,107.7
census,870,82,9,0.01,0.01,246.5,162.5,333.5,256.8
census,870,84,7,0.01,0.01,321.0,164.0,269.1,162.0
census,870,86,7,0.01,0.01,249.6,142.5,347.8,227.3
census,870,88,14,0.02,0.01,253.1,134.6,437.0,201.4
census,870,90,12,0.015,0.01,195.9,118.3,458.8,315.1
census,870,92,20,0.01,0.01,538.9,143.6,667.3,371.8
census,870,94,38,0.015,0.01,343.8,182.9,791.1,323.7
census,870,96,72,0.01,0.01,720.9,318.1,2648.0,1333.1
census,870,98,148,0.01,0.0018,1734.9,947.4,1544.0,541.3
census,875,0,111,0.009,0.0025,1126.6,318.7,1970.2,735.4
census,875,2,60,0.01,0.01,3808.4,1641.3,668.8,323.8
census,875,4,33,0.01,0.01,1208.6,769.2,335.9,171.2
census,875,6,32,0.02,0.01,942.3,307.7,371.0,153.3
census,875,8,22,0.015,0.01,625.9,310.9,294.1,165.2
census,875,10,23,0.01,0.01,233.5,134.6,187.8,134.7
census,875,12,10,0.03,0.01,283.7,72.0,206.5,64.0
census,875,14,11,0.01,0.01,658.8,469.6,205.8,136.1
census,875,16,11,0.01,0.01,223.2,154.6,96.0,36.0
census,875,18,6,0.025,0.0125,158.4,84.8,244.5,116.7
census,875,20,6,0.01,0.01,230.5,143.3,124.6,73.8
census,875,22,7,0.03,0.01,296.9,148.9,101.0,49.2
census,875,24,14,0.01,0.01,196.8,103.2,195.1,101.0
census,875,26,6,0.01,0.01,134.7,73.3,168.8,49.7
census,875,28,4,0.015,0.01,184.3,153.0,286.3,129.5
census,875,30,3,0.02,0.015,839.2,497.1,78.4,64.7
census,875,32,8,0.03,0.0175,182.9,114.4,168.1,92.3
census,875,34,8,0.025,0.01,49.6,34.1,114.9,102.4
census,875,36,10,0.01,0.01,96.8,72.6,119.8,62.8
census,875,38,9,0.02,0.01,137.0,122.8,215.8,64.7
census,875,40,1,0.01,0.01,222.0,222.0,191.2,191.2
census,875,42,6,0.04,0.015,533.8,237.5,139.6,45.6
census,875,44,7,0.05,0.025,35.0,28.6,171.1,96.6
census,875,46,11,0.01,0.01,431.5,152.7,323.0,91.8
census,875,48,13,0.01,0.01,3109.2,493.0,2804.1,390.5
census,875,50,33,0.01,0.01,3868.3,2903.6,4260.0,3114.1
census,875,52,8,0.01,0.01,342.5,110.8,229.8,212.8
census,875,54,5,0.02,0.01,612.9,322.0,146.2,73.4
census,875,56,10,0.01,0.01,358.1,100.5,189.8,120.2
census,875,58,6,0.01,0.01,202.3,99.5,91.7,80.2
census,875,60,6,0.01,0.01,142.3,65.4,169.2,128.0
census,875,62,7,0.04,0.02,201.8,116.5,258.4,123.4
census,875,64,5,0.02,0.01,215.9,136.3,62.7,48.0
census,875,66,5,0.02,0.01,133.8,56.0,65.0,29.2
census,875,68,11,0.01,0.01,164.7,57.6,99.0,43.3
census,875,70,4,0.015,0.01,305.7,134.3,157.8,64.6
census,875,72,4,0.015,0.01,273.7,222.6,138.2,104.7
census,875,74,4,0.01,0.01,66.4,49.1,940.3,602.2
census,875,76,9,0.01,0.01,155.8,89.2,258.8,232.1
census,875,78,9,0.01,0.01,206.5,101.2,89.6,56.0
census,875,80,13,0.01,0.01,245.1,107.4,156.0,47.0
census,875,82,10,0.01,0.01,122.0,76.8,398.4,98.0
census,875,84,11,0.02,0.01,188.5,99.7,389.2,224.6
census,875,86,7,0.02,0.01,132.5,69.1,176.5,68.7
census,875,88,15,0.01,0.01,171.0,106.0,540.9,257.6
census,875,90,9,0.02,0.01,228.1,108.1,793.8,450.8
census,875,92,25,0.01,0.01,332.9,105.0,799.8,304.5
census,875,94,23,0.01,0.01,263.6,142.2,814.2,412.0
census,875,96,68,0.01,0.01,513.4,247.9,3361.2,1457.3
census,875,98,139,0.01,0.0025,1708.8,755.2,1560.0,515.6
census,880,0,112,0.01,0.0028,1080.2,348.4,1366.2,549.7
census,880,2,62,0.01,0.01,3575.8,1660.9,536.6,226.7
census,880,4,26,0.01,0.01,1487.3,769.4,374.0,185.8
census,880,6,20,0.01,0.01,627.6,350.9,378.0,200.3
census,880,8,25,0.01,0.01,449.8,199.2,153.9,85.0
census,880,10,16,0.015,0.01,332.8,105.7,140.5,55.4
census,880,12,12,0.015,0.01,476.0,237.0,155.9,95.9
census,880,14,14,0.04,0.01,445.1,130.1,192.9,89.9
census,880,16,10,0.01,0.01,210.0,136.3,145.0,27.9
census,880,18,5,0.01,0.01,346.0,181.3,321.2,145.2
census,880,20,7,0.02,0.015,247.0,141.2,235.2,141.6
census,880,22,5,0.01,0.01,151.9,102.8,74.1,47.5
census,880,24,7,0.01,0.01,260.1,83.8,302.0,281.3
census,880,26,5,0.06,0.02,425.7,90.0,566.6,240.9
census,880,28,4,0.02,0.0078,51.5,46.3,210.4,175.2
census,880,30,5,0.01,0.01,60.0,52.9,181.0,82.3
census,880,32,12,0.01,0.01,113.3,64.7,116.7,55.6
census,880,34,3,0.1,0.075,50.0,39.1,66.0,45.5
census,880,36,6,0.015,0.01,645.6,207.9,309.7,178.7
census,880,38,7,0.01,0.01,57.0,49.7,122.8,84.8
census,880,40,4,0.02,0.0175,153.5,68.3,76.7,68.7
census,880,42,4,0.055,0.04,249.4,195.4,213.6,165.1
census,880,44,9,0.01,0.01,107.6,70.9,124.9,93.4
census,880,46,9,0.01,0.01,761.0,336.7,323.0,60.0
census,880,48,14,0.01,0.01,2541.8,306.5,2687.6,1780.1
census,880,50,36,0.02,0.01,3649.6,2377.4,3900.6,2471.2
census,880,52,6,0.01,0.01,461.5,376.4,338.7,227.7
census,880,54,7,0.03,0.015,381.2,224.9,176.4,109.5
census,880,56,7,0.03,0.015,191.6,112.6,184.6,107.2
census,880,58,6,0.025,0.0125,125.1,85.0,165.6,86.8
census,880,60,5,0.01,0.01,102.5,85.0,195.0,173.0
census,880,62,4,0.015,0.01,238.5,168.4,76.6,65.6
census,880,64,4,0.02,0.01,96.8,33.0,139.3,30.9
census,880,66,7,0.01,0.01,60.5,50.9,105.5,77.7
census,880,68,5,0.01,0.01,202.5,169.7,682.7,193.6
census,880,70,5,0.02,0.01,107.4,64.0,185.0,114.0
census,880,72,5,0.01,0.01,184.2,141.0,127.0,100.0
census,880,74,6,0.015,0.01,136.5,66.5,232.5,153.1
census,880,76,7,0.01,0.01,189.6,119.3,929.1,583.6
census,880,78,6,0.01,0.01,256.6,187.6,226.3,92.6
census,880,80,10,0.02,0.01,177.6,122.5,186.0,94.0
census,880,82,10,0.015,0.01,351.7,151.6,400.8,177.0
census,880,84,13,0.01,0.01,133.0,43.0,309.8,211.7
census,880,86,10,0.02,0.01,90.7,41.4,171.8,101.0
census,880,88,9,0.01,0.01,239.8,182.9,206.7,102.6
census,880,90,19,0.01,0.01,166.7,65.5,331.1,208.6
census,880,92,16,0.01,0.01,236.6,77.0,1547.5,692.8
census,880,94,24,0.01,0.01,234.3,100.4,968.0,605.1
census,880,96,60,0.01,0.01,411.7,149.3,2777.6,1350.9
census,880,98,136,0.0095,0.002,1516.8,716.7,1303.2,558.8
census,885,0,104,0.009,0.004,919.5,327.5,1436.9,568.7
census,885,2,60,0.01,0.01,2721.3,1265.6,414.5,237.8
census,885,4,26,0.02,0.01,1652.0,492.6,268.3,118.5
census,885,6,24,0.02,0.01,511.1,252.6,157.2,105.3
census,885,8,10,0.01,0.01,448.9,173.5,261.4,211.8
census,885,10,9,0.01,0.01,617.7,427.6,185.0,70.7
census,885,12,10,0.01,0.01,250.7,135.6,168.2,135.8
census,885,14,10,0.015,0.01,229.6,92.8,242.6,132.5
census,885,16,7,0.01,0.01,280.8,166.2,78.5,41.3
census,885,18,4,0.035,0.03,432.2,386.7,94.3,75.4
census,885,20,7,0.03,0.01,111.9,74.7,68.2,63.6
census,885,22,11,0.01,0.01,171.0,86.5,151.0,102.6
census,885,24,12,0.025,0.01,99.1,49.6,122.5,63.0
census,885,26,4,0.01,0.01,100.1,68.1,221.7,137.6
census,885,28,7,0.07,0.035,124.9,50.0,46.0,41.6
census,885,30,5,0.01,0.01,289.7,259.1,207.3,67.0
census,885,32,6,0.015,0.01,173.1,122.4,169.4,132.8
census,885,34,8,0.03,0.0175,459.0,123.9,515.9,260.7
census,885,36,5,0.03,0.01,607.8,30.0,283.8,162.9
census,885,38,6,0.03,0.015,64.5,60.1,99.5,35.9
census,885,40,1,0.01,0.01,200.0,200.0,191.0,191.0
census,885,42,3,0.01,0.01,51.2,37.2,172.1,102.0
census,885,44,6,0.035,0.01,107.5,78.9,159.4,95.4
census,885,46,12,0.01,0.01,228.7,118.2,460.8,165.4
census,885,48,16,0.01,0.01,1233.6,188.3,2553.3,165.7
census,885,50,31,0.02,0.01,3868.3,3008.9,4387.9,3447.1
census,885,52,7,0.01,0.01,366.0,110.7,225.6,148.0
census,885,54,4,0.01,0.01,611.8,418.1,183.2,76.7
census,885,56,8,0.015,0.01,176.0,118.1,130.6,79.7
census,885,58,2,0.17,0.09,812.8,455.4,128.1,79.0
census,885,60,2,0.035,0.0325,139.8,94.9,73.3,66.9
census,885,62,4,0.02,0.01,276.7,212.2,63.3,52.4
census,885,64,2,0.015,0.0125,360.9,290.3,166.0,163.7
census,885,66,11,0.01,0.01,250.3,127.5,280.0,64.8
census,885,68,5,0.01,0.01,224.6,169.7,750.0,290.7
census,885,70,6,0.05,0.01,95.2,22.5,71.3,23.9
census,885,72,6,0.015,0.01,110.9,70.9,141.5,64.4
census,885,74,5,0.01,0.01,91.4,35.4,71.0,50.0
census,885,76,10,0.015,0.01,260.8,81.9,173.3,92.5
census,885,78,7,0.02,0.01,105.0,64.5,159.2,81.0
census,885,80,5,0.01,0.01,160.5,128.0,172.9,172.9
census,885,82,7,0.03,0.01,52.0,49.7,164.3,51.4
census,885,84,4,0.01,0.01,69.6,47.9,226.9,171.9
census,885,86,13,0.01,0.01,134.0,93.4,180.1,74.6
census,885,88,14,0.0175,0.01,122.2,53.5,295.6,123.3
census,885,90,11,0.01,0.01,295.5,100.0,306.6,138.6
census,885,92,19,0.02,0.01,173.5,83.5,990.6,295.2
census,885,94,18,0.01,0.01,337.9,216.9,1781.4,715.9
census,885,96,64,0.01,0.01,396.1,175.6,2621.2,1364.2
census,885,98,114,0.01,0.004,1543.3,723.4,900.4,366.1
census,890,0,90,0.01,0.0043,1374.1,302.8,1712.0,508.3
census,890,2,62,0.01,0.01,3303.3,1588.8,366.7,184.8
census,890,4,11,0.02,0.01,438.6,263.4,176.1,87.7
census,890,6,16,0.015,0.01,752.5,232.0,215.2,105.8
census,890,8,12,0.025,0.01,374.0,222.6,166.1,55.0
census,890,10,10,0.025,0.0125,193.0,117.5,162.0,94.4
census,890,12,7,0.02,0.01,221.7,129.2,188.6,126.5
census,890,14,10,0.02,0.01,386.8,164.2,160.3,45.0
census,890,16,7,0.02,0.014,206.0,140.6,142.3,85.5
census,890,18,9,0.06,0.02,111.9,83.0,115.0,52.0
census,890,20,9,0.01,0.01,416.1,263.7,146.0,51.4
census,890,22,10,0.015,0.01,147.0,66.3,167.5,73.2
census,890,24,7,0.01,0.01,176.6,121.0,90.0,68.1
census,890,26,5,0.02,0.01,146.9,94.9,52.0,36.0
census,890,28,5,0.06,0.05,130.0,89.8,53.0,53.0
census,890,30,4,0.0115,0.01,145.9,55.7,222.7,162.4
census,890,32,6,0.06,0.0275,79.8,48.6,213.2,54.6
census,890,34,3,0.05,0.045,225.0,174.7,141.0,100.5
census,890,36,4,0.015,0.01,97.1,82.3,101.3,57.9
census,890,38,4,0.105,0.07,198.9,143.7,86.5,69.8
census,890,40,5,0.04,0.03,192.0,157.3,142.0,65.2
census,890,42,4,0.025,0.02,186.9,156.8,142.6,58.3
census,890,44,1,0.01,0.01,168.1,168.1,47.0,47.0
census,890,46,7,0.01,0.01,431.5,187.5,662.8,195.5
census,890,48,15,0.01,0.01,1974.3,272.0,2571.0,175.0
census,890,50,32,0.02,0.01,3912.1,3242.4,4525.2,3653.5
census,890,52,10,0.02,0.01,301.0,105.3,229.8,78.2
census,890,54,4,0.01,0.01,493.2,274.4,191.9,86.7
census,890,56,7,0.02,0.015,119.5,70.7,184.6,89.3
census,890,58,8,0.04,0.01,481.0,62.4,168.8,68.5
census,890,60,1,0.1,0.1,48.1,48.1,32.0,32.0
census,890,62,3,0.04,0.025,146.3,104.7,56.5,42.7
census,890,64,8,0.015,0.01,144.9,73.0,88.9,58.4
census,890,66,6,0.035,0.01,385.4,139.5,157.9,118.8
census,890,68,7,0.01,0.01,169.7,155.4,80.4,70.1
census,890,70,3,0.01,0.01,71.6,50.8,235.6,130.3
census,890,72,5,0.08,0.01,437.6,110.0,239.4,41.0
census,890,74,5,0.01,0.01,39.0,31.2,223.8,64.0
census,890,76,7,0.02,0.01,290.3,161.6,179.1,118.2
census,890,78,6,0.03,0.0125,172.0,120.5,152.8,72.6
census,890,80,7,0.01,0.01,237.7,80.8,95.1,84.8
census,890,82,7,0.01,0.01,163.6,114.6,84.5,66.5
census,890,84,8,0.085,0.0275,142.4,79.5,323.7,53.9
census,890,86,10,0.025,0.0125,96.3,47.8,181.7,145.2
census,890,88,7,0.03,0.01,290.0,176.9,189.1,96.3
census,890,90,8,0.01,0.01,162.7,108.8,569.7,246.5
census,890,92,18,0.03,0.01,228.2,84.5,563.7,205.5
census,890,94,11,0.01,0.01,324.3,135.9,645.0,385.9
census,890,96,59,0.01,0.01,321.0,208.0,3759.5,1708.1
census,890,98,94,0.01,0.0043,1477.2,521.9,815.8,277.0
census,895,0,73,0.01,0.008,1629.0,539.4,1216.5,477.0
census,895,2,39,0.01,0.01,2446.1,1325.8,270.3,150.9
census,895,4,20,0.01,0.01,1281.9,467.8,151.4,69.6
census,895,6,10,0.04,0.02,1300.1,589.4,135.9,79.6
census,895,8,13,0.01,0.01,251.8,122.0,133.5,99.0
census,895,10,13,0.02,0.01,110.0,63.0,92.4,35.0
census,895,12,6,0.05,0.0425,128.8,62.3,504.3,86.6
census,895,14,16,0.065,0.01,348.9,81.5,283.6,136.7
census,895,16,6,0.03,0.0225,231.5,168.7,84.2,52.4
census,895,18,4,0.03,0.025,156.8,86.4,181.2,136.0
census,895,20,1,0.06,0.06,757.0,757.0,100.8,100.8
census,895,22,5,0.01,0.01,280.0,105.3,372.7,310.0
census,895,24,5,0.01,0.01,226.8,167.3,130.7,29.0
census,895,26,5,0.06,0.02,68.6,66.3,117.9,75.9
census,895,28,7,0.02,0.01,50.2,27.9,104.9,59.4
census,895,30,4,0.095,0.07,169.7,143.1,60.5,34.6
census,895,32,5,0.01,0.01,150.0,125.5,107.0,94.9
census,895,34,2,0.305,0.2025,80.4,46.5,258.1,198.0
census,895,36,8,0.015,0.01,141.0,97.3,134.4,92.8
census,895,38,2,0.01,0.01,107.4,74.5,323.6,266.8
census,895,40,4,0.3,0.169,76.5,61.8,148.3,92.4
census,895,42,5,0.05,0.05,299.4,277.5,103.0,89.9
census,895,44,4,0.01,0.01,78.8,50.5,82.6,55.3
census,895,46,5,0.01,0.01,1495.0,1079.0,662.8,323.0
census,895,48,12,0.01,0.01,3316.6,801.2,3223.0,1963.4
census,895,50,36,0.015,0.01,3875.6,2891.0,4324.0,3002.1
census,895,52,5,0.01,0.01,366.0,88.2,234.0,225.6
census,895,54,5,0.01,0.01,163.7,161.9,210.0,46.5
census,895,56,6,0.06,0.05,116.1,76.9,204.8,104.7
census,895,58,4,0.02,0.0175,93.1,48.5,84.0,58.4
census,895,60,3,0.07,0.045,27.9,26.5,127.5,68.5
census,895,62,2,0.255,0.2075,231.1,142.6,73.2,41.6
census,895,66,6,0.045,0.01,66.5,50.4,54.6,48.9
census,895,68,4,0.01,0.01,227.5,141.0,794.9,586.3
census,895,70,5,0.06,0.03,121.3,71.7,27.0,23.0
census,895,72,1,0.01,0.01,58.9,58.9,38.2,38.2
census,895,74,9,0.02,0.01,69.0,31.0,925.7,187.5
census,895,76,7,0.06,0.035,170.7,124.2,158.9,84.3
census,895,78,4,0.01,0.01,184.2,98.0,50.9,41.6
census,895,80,5,0.02,0.01,61.9,59.0,172.9,166.7
census,895,82,5,0.01,0.01,253.4,116.0,1065.2,485.0
census,895,84,6,0.04,0.0125,140.8,134.8,400.2,151.3
census,895,86,8,0.03,0.01,190.0,111.1,160.7,54.7
census,895,88,8,0.03,0.01,121.2,54.2,197.2,117.8
census,895,90,9,0.03,0.01,135.0,90.0,470.3,206.2
census,895,92,12,0.01,0.01,180.6,84.6,487.4,271.3
census,895,94,13,0.01,0.01,143.2,75.6,255.5,110.0
census,895,96,35,0.01,0.01,322.0,149.4,3115.6,1596.0
census,895,98,79,0.01,0.008,1318.2,457.3,1399.5,561.4
census,897,0,59,0.01,0.0085,1231.9,588.6,997.2,284.9
census,897,2,37,0.01,0.01,2614.3,1062.9,223.9,109.5
census,897,4,17,0.02,0.02,1785.8,892.5,125.0,34.9
census,897,6,13,0.03,0.02,297.0,232.4,181.8,134.9
census,897,8,10,0.045,0.0125,760.4,327.0,51.8,29.0
census,897,10,9,0.02,0.01,187.8,180.9,121.9,60.0
census,897,12,5,0.04,0.02,249.9,160.9,122.3,81.0
census,897,14,2,0.085,0.0475,412.9,321.4,500.3,299.9
census,897,16,4,0.045,0.0303,250.8,180.0,69.2,51.4
census,897,18,3,0.01,0.01,79.9,45.6,55.0,49.0
census,897,20,3,0.19,0.1,454.5,262.4,135.6,102.5
census,897,22,3,0.01,0.01,122.4,103.9,405.8,244.4
census,897,24,4,0.085,0.0475,95.6,82.0,91.0,47.6
census,897,26,5,0.06,0.06,182.1,178.0,103.7,62.0
census,897,28,4,0.02,0.01,123.2,90.2,1392.9,97.4
census,897,30,4,0.115,0.0175,129.6,95.6,313.5,66.9
census,897,32,2,0.025,0.0175,662.9,605.2,536.6,358.4
census,897,34,3,0.12,0.065,131.0,111.2,61.0,48.1
census,897,36,5,0.06,0.02,89.3,89.2,467.2,171.4
census,897,38,1,0.03,0.03,149.4,149.4,50.0,50.0
census,897,40,3,0.1,0.06,42.1,38.1,105.5,65.8
census,897,42,5,0.03,0.01,155.2,22.9,88.8,15.0
census,897,46,6,0.01,0.01,755.2,420.6,1165.7,408.0
census,897,48,11,0.01,0.01,3524.0,1233.6,3978.0,2687.6
census,897,50,38,0.02,0.01,3803.0,2714.4,3900.6,1575.6
census,897,52,9,0.02,0.01,217.5,72.2,225.6,60.0
census,897,54,6,0.01,0.01,445.0,105.6,211.3,123.3
census,897,56,6,0.07,0.04,1190.8,103.3,369.5,172.9
census,897,58,1,0.03,0.03,134.0,134.0,150.0,150.0
census,897,60,3,0.41,0.24,139.2,98.6,2688.9,1377.9
census,897,62,3,0.19,0.185,29.5,20.4,130.4,77.6
census,897,64,3,0.08,0.045,267.8,203.9,110.3,57.6
census,897,66,4,0.16,0.0625,297.8,33.5,181.0,128.5
census,897,68,3,0.01,0.01,218.0,193.8,750.0,443.6
census,897,70,5,0.08,0.06,131.4,131.0,63.0,54.8
census,897,72,4,0.065,0.055,291.0,161.4,80.5,44.3
census,897,74,7,0.01,0.01,157.8,74.0,675.6,149.5
census,897,76,4,0.025,0.0175,357.7,282.3,636.5,179.9
census,897,78,3,0.12,0.085,28.1,26.5,250.0,156.8
census,897,80,6,0.09,0.02,73.3,36.4,184.5,167.1
census,897,82,7,0.03,0.03,143.1,95.5,724.5,308.6
census,897,84,5,0.06,0.05,130.0,89.0,140.0,84.8
census,897,86,3,0.03,0.02,126.7,115.2,481.4,275.7
census,897,88,9,0.02,0.01,166.7,56.0,354.9,69.5
census,897,90,5,0.01,0.01,115.8,84.9,503.4,98.6
census,897,92,14,0.015,0.01,171.6,118.0,516.1,176.0
census,897,94,7,0.01,0.01,73.7,38.1,435.4,237.6
census,897,96,41,0.01,0.01,234.8,97.9,2819.7,804.9
census,897,98,62,0.01,0.006,735.8,217.4,1007.9,274.2
census,899,0,32,0.01,0.005,1308.6,202.1,1109.5,379.1
census,899,2,27,0.01,0.01,1392.8,732.4,196.2,105.0
census,899,4,6,0.06,0.0375,225.5,134.1,68.0,50.7
census,899,6,9,0.07,0.04,2713.6,327.4,64.1,44.2
census,899,8,6,0.01,0.01,684.0,269.4,251.9,170.6
census,899,10,3,0.01,0.01,281.8,147.4,120.4,111.6
census,899,12,1,0.01,0.01,149.2,149.2,47.1,47.1
census,899,14,4,0.045,0.01,648.8,483.8,229.5,127.3
census,899,16,4,0.065,0.0228,181.2,132.5,91.2,19.5
census,899,18,2,0.225,0.1625,5123.5,2600.6,101.9,88.2
census,899,20,7,0.14,0.055,146.5,71.2,71.9,44.0
census,899,22,3,0.04,0.025,474.0,261.0,243.0,175.3
census,899,24,4,0.145,0.01,3019.0,1994.1,1168.5,59.0
census,899,26,3,0.01,0.01,4270.0,2151.5,139.9,95.2
census,899,28,1,0.44,0.44,719.7,719.7,1796.2,1796.2
census,899,30,2,0.045,0.0375,735.2,662.8,52.5,49.9
census,899,32,3,0.04,0.025,561.3,345.4,196.3,148.7
census,899,34,1,0.1,0.1,149.6,149.6,144.0,144.0
census,899,36,3,0.05,0.03,966.7,516.4,198.3,179.6
census,899,38,2,0.32,0.26,184.6,163.0,90.9,65.0
census,899,40,2,0.055,0.0325,2578.5,1329.2,5122.3,2588.2
census,899,42,5,0.04,0.03,139.3,65.0,213.0,82.0
census,899,44,2,0.42,0.215,1054.4,585.7,155.7,143.0
census,899,46,7,0.01,0.01,1491.2,755.2,452.0,270.3
census,899,48,14,0.01,0.01,2541.8,578.7,3810.0,2544.4
census,899,50,32,0.015,0.01,3912.1,3242.4,4399.6,3542.1
census,899,52,6,0.01,0.01,440.6,166.5,229.8,118.0
census,899,54,5,0.01,0.01,75.0,38.0,139.6,82.0
census,899,56,4,0.07,0.055,1155.2,58.2,315.4,158.0
census,899,60,2,0.34,0.19,325.5,186.8,38.9,35.4
census,899,62,2,0.285,0.1875,189.3,108.4,447.4,423.8
census,899,64,2,0.185,0.1075,38.7,36.4,321.1,296.8
census,899,68,5,0.12,0.01,318.0,169.7,750.0,250.0
census,899,70,2,0.22,0.13,20072.3,10078.4,2795.6,2052.8
census,899,72,3,0.04,0.025,259.1,154.3,53.0,31.5
census,899,74,5,0.02,0.01,224.9,157.3,150.0,82.9
census,899,76,4,0.015,0.01,249.9,75.0,662.8,202.6
census,899,78,5,0.05,0.04,121.9,83.5,583.6,82.0
census,899,80,6,0.145,0.1075,460.9,126.2,786.7,250.5
census,899,82,1,0.01,0.01,770.5,770.5,1065.2,1065.2
census,899,84,6,0.065,0.0225,179.5,95.4,210.5,139.7
census,899,86,5,0.09,0.05,75.0,28.3,520.0,396.2
census,899,88,10,0.025,0.01,109.9,52.5,607.6,201.4
census,899,90,7,0.01,0.01,80.0,45.8,594.9,287.7
census,899,92,9,0.01,0.01,388.9,199.6,3878.9,1665.1
census,899,94,8,0.02,0.01,177.8,92.5,816.0,337.9
census,899,96,20,0.01,0.01,227.6,121.7,2036.1,1207.4
census,899,98,36,0.01,0.0098,928.4,280.4,1208.5,582.7
census,900,0,28,0.01,0.005,1651.7,493.0,564.5,217.4
census,900,2,17,0.02,0.01,852.8,480.6,127.2,62.2
census,900,4,6,0.035,0.03,750.4,311.9,101.0,67.6
census,900,6,4,0.035,0.0175,5794.0,3652.1,377.5,118.0
census,900,8,4,0.015,0.01,2058.5,905.1,551.2,223.0
census,900,10,3,0.14,0.075,794.1,568.9,225.0,179.0
census,900,14,4,0.045,0.025,440.0,228.3,115.5,81.6
census,900,16,2,0.1305,0.0658,249.0,232.0,163.8,89.4
census,900,18,2,0.085,0.0475,11938.7,6199.6,550.6,446.6
census,900,20,1,0.08,0.08,211.0,211.0,201.0,201.0
census,900,22,5,0.42,0.07,1133.0,474.0,87.1,65.1
census,900,24,2,0.015,0.0125,1756.2,908.0,1163.4,611.6
census,900,26,3,0.01,0.01,3852.1,2382.0,515.1,281.4
census,900,28,1,0.28,0.28,70.0,70.0,25.0,25.0
census,900,30,1,0.08,0.08,51.8,51.8,137.8,137.8
census,900,32,4,0.335,0.2425,66.9,29.0,193.6,115.9
census,900,34,1,0.01,0.01,514.3,514.3,206.7,206.7
census,900,36,3,0.12,0.065,67.5,65.8,133.0,99.4
census,900,38,1,0.09,0.09,90.0,90.0,70.4,70.4
census,900,40,1,0.01,0.01,39.8,39.8,338.8,338.8
census,900,42,1,0.05,0.05,672.6,672.6,26.0,26.0
census,900,46,6,0.01,0.01,1956.7,1151.5,1652.4,906.2
census,900,48,12,0.01,0.01,3316.6,758.8,3612.3,2598.1
census,900,50,31,0.02,0.01,3868.3,3008.9,4387.9,3447.1
census,900,52,7,0.02,0.01,366.0,203.9,602.5,229.8
census,900,54,2,0.01,0.01,902.6,789.1,376.7,330.1
census,900,56,3,0.07,0.04,70.4,70.2,874.7,529.7
census,900,58,1,0.08,0.08,301.7,301.7,45.4,45.4
census,900,64,2,0.08,0.045,362.9,214.2,6309.9,3198.1
census,900,66,2,0.41,0.38,86.2,68.0,358.1,209.0
census,900,68,5,0.05,0.01,228.8,169.7,104.1,66.0
census,900,70,1,0.26,0.26,655.5,655.5,250.0,250.0
census,900,74,5,0.01,0.01,416.0,80.0,1320.4,26.0
census,900,76,2,0.015,0.0125,527.3,466.0,1365.5,1213.9
census,900,78,2,0.325,0.2975,223.3,166.5,3372.0,2938.4
census,900,80,2,0.12,0.065,471.3,258.3,344.1,258.5
census,900,82,5,0.15,0.07,325.4,115.3,1108.6,1065.2
census,900,84,5,0.1,0.1,182.2,89.0,391.2,175.6
census,900,86,4,0.05,0.025,127.2,98.8,1142.7,475.9
census,900,88,3,0.02,0.02,56.0,49.3,80.5,41.7
census,900,90,8,0.065,0.0175,272.9,114.0,1260.6,102.6
census,900,92,7,0.02,0.01,933.1,693.3,4486.2,2551.9
census,900,94,7,0.03,0.015,102.4,67.1,1668.5,521.7
census,900,96,10,0.01,0.01,85.0,63.7,4898.1,2373.5
census,900,98,22,0.01,0.009,988.8,159.4,2403.9,713.9
